id,group,round,start_time,target_time,start_node,target_node,start_point,target_point,call_time_TimeMachine,path_TimeMachine,path_time_TimeMachine,cur_time,cur_node,cur_point,call_time_LastAPI,call_node_LastAPI,call_point_LastAPI,path_LastAPI,path_time_LastAPI,req_leaving_time,weather,event,action,reward,remain_time_from_TimeMachine,oracle,episode
240922_183055_00000012,history,9,Sun. 06:49,Sun. 09:39,23,1,[0.55868983 0.51488911],[0.1251612  0.11993555],Sun. 07:47,"[23, 49, 1]",109.46288236856935,Sun. 07:16,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Sun. 07:49,,register_schedule,,,33,9099,2
240922_183055_00000012,history,10,Sun. 06:49,Sun. 09:39,23,1,[0.55868983 0.51488911],[0.1251612  0.11993555],Sun. 07:47,"[23, 49, 1]",109.46288236856935,Sun. 07:19,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Sun. 07:49,,register_schedule,,,30,9099,2
240922_183055_00000012,history,11,Sun. 06:49,Sun. 09:39,23,1,[0.55868983 0.51488911],[0.1251612  0.11993555],Sun. 07:47,"[23, 49, 1]",109.46288236856935,Sun. 07:22,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Sun. 07:49,,register_schedule,,,27,9099,2
240922_183055_00000012,history,12,Sun. 06:49,Sun. 09:39,23,1,[0.55868983 0.51488911],[0.1251612  0.11993555],Sun. 07:47,"[23, 49, 1]",109.46288236856935,Sun. 07:25,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Sun. 07:49,,register_schedule,,,24,9099,2
240922_183055_00000012,history,13,Sun. 06:49,Sun. 09:39,23,1,[0.55868983 0.51488911],[0.1251612  0.11993555],Sun. 07:47,"[23, 49, 1]",109.46288236856935,Sun. 07:28,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Sun. 07:49,,register_schedule,,,21,9099,2
240922_183055_00000012,history,14,Sun. 06:49,Sun. 09:39,23,1,[0.55868983 0.51488911],[0.1251612  0.11993555],Sun. 07:47,"[23, 49, 1]",109.46288236856935,Sun. 07:31,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Sun. 07:49,,register_schedule,,,18,9099,2
240922_183055_00000012,history,15,Sun. 06:49,Sun. 09:39,23,1,[0.55868983 0.51488911],[0.1251612  0.11993555],Sun. 07:47,"[23, 49, 1]",109.46288236856935,Sun. 07:34,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Sun. 07:49,,register_schedule,,,15,9099,2
240922_183055_00000012,history,16,Sun. 06:49,Sun. 09:39,23,1,[0.55868983 0.51488911],[0.1251612  0.11993555],Sun. 07:47,"[23, 49, 1]",109.46288236856935,Sun. 07:37,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Sun. 07:49,,register_schedule,,,12,9099,2
240922_183055_00000012,history,17,Sun. 06:49,Sun. 09:39,23,1,[0.55868983 0.51488911],[0.1251612  0.11993555],Sun. 07:47,"[23, 49, 1]",109.46288236856935,Sun. 07:40,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Sun. 07:49,,register_schedule,,,9,9099,2
240922_183055_00000012,history,18,Sun. 06:49,Sun. 09:39,23,1,[0.55868983 0.51488911],[0.1251612  0.11993555],Sun. 07:47,"[23, 49, 1]",109.46288236856935,Sun. 07:43,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Sun. 07:49,,register_schedule,,,6,9099,2
240922_183055_00000012,history,19,Sun. 06:49,Sun. 09:39,23,1,[0.55868983 0.51488911],[0.1251612  0.11993555],Sun. 07:47,"[23, 49, 1]",109.46288236856935,Sun. 07:46,23,"(0.5586898284457517, 0.5148891120583086)",,,,,,Sun. 07:49,,register_schedule,,,3,9099,2
