refinedTimemachine,oracle,TimeMachineResult,target_8
228.91220919299306,226,280.37329537860086,277.36699790883245
3673.65301890906,3671,3731.409632453039,3728.9857337580397
2519.183545454562,2518,2603.0071470151674,2601.938940958415
9167.436128892374,9173,9256.898677999008,9262.647810028286
1539.1133158890377,1539,1598.2243709498155,1598.1110550607777
4420.663825636373,4421,4446.853983829722,4447.208974861061
7005.366129968663,7005,7022.35611199971,7021.9899820310475
5225.86394427646,5226,5233.969577534426,5234.101358393198
3847.3536250885836,3847,3884.1658245227895,3883.812199434206
410.17336062712144,408,502.98862044113173,501.26084319907517
696.6499399617245,697,709.8084913924055,710.1919771419344
6725.076205525244,6728,6747.514031431489,6750.9895054437275
183.1152628516098,184,215.5796076492643,216.52735825485937
7539.554139752802,7544,7694.296745556723,7702.24473877962
9916.180679802846,9917,9934.110633135419,9934.908739704812
5282.010225948831,5283,5336.6365904344075,5338.00548515474
8989.968859963985,8989,9072.668118570624,9071.699258606639
5515.051593204821,5516,5543.121647044282,5543.902983745749
3936.0298146740693,3939,4051.6036926361603,4054.1862491128363
7729.149885259106,7742,7854.215990267451,7867.199560315207
1583.0683357706184,1583,1603.4293802691086,1603.3610444984902
3830.717648462745,3825,3946.892657606559,3940.726720822237
1137.2487317524788,1137,1188.0803483040186,1187.8316165515398
7078.280462125237,7079,7147.019413274251,7147.462849842956
7299.444288483909,7304,7327.974998406167,7332.694615389451
3794.3502422912475,3789,3906.3555750821697,3900.441683510379
9994.267450868729,10002,10017.303528320806,10024.810629646785
2327.274049030525,2328,2340.618429672304,2341.3848328801464
1515.4705040868466,1516,1571.875763173208,1572.4351818043663
3427.3597236058954,3423,3502.081453175609,3498.4188581040353
492.82841013412167,490,597.6492226534033,594.8127490089356
8230.384358067677,8229,8320.582143852067,8319.353868215445
831.4938628979279,833,885.0652571077679,886.4454362080538
6903.9450060933,6904,6925.277478215983,6925.249293962727
4901.399307893575,4889,5015.561836039885,5014.615349481642
1492.2014751259544,1495,1555.9973303628817,1558.9712504844154
2507.0495482103097,2508,2531.85161085232,2532.697277917687
4054.8582550676047,4047,4132.938467213008,4126.64973210697
8357.47807716161,8359,8409.803968251732,8410.943271130265
7317.095184700358,7315,7328.917498147939,7326.779580882741
8811.371168421807,8828,8850.755745223763,8867.535803167002
7879.819211142082,7885,7924.99411376351,7929.854439587408
5408.12798203765,5398,5536.74557405903,5528.61005273836
3846.332509496151,3844,3897.855756557104,3894.8425252801976
4199.6474096989805,4200,4220.365376261765,4220.704713064716
3135.30795320529,3136,3146.8107848322484,3147.56072928573
8842.408244006467,8848,8899.088224671796,8904.761905192236
430.9392076250939,431,537.8045431166184,537.7158218867182
1811.7916182416313,1814,1925.660572128487,1927.4786713899123
5580.8650130463875,5582,5642.678299756839,5643.422917652497
4467.622885930626,4468,4494.451138852262,4494.856197627153
1012.5718152039144,993,1144.8484679867543,1114.2388078595454
9195.50564287273,9198,9275.88691443476,9278.453170712542
2701.8479112006944,2708,2763.6128536431856,2768.9444773709365
927.7023597021965,928,945.0871505287769,945.3905191744274
4649.487726945898,4642,4737.967284760599,4727.52624385207
3574.9587827432224,3579,3616.1375217231453,3620.609919751711
9848.248647645245,9853,9921.012312665614,9924.082462394072
2282.3111711496754,2283,2301.7960870829925,2302.486524644536
2137.1342440868234,2137,2165.6660736790236,2165.5318295922
7591.183835602765,7592,7682.015865976009,7682.890672195891
9778.817820367194,9778,9882.050087071397,9881.232266704203
8862.058289550898,8871,8922.217508348267,8931.300952983313
3929.0972191909614,3930,4033.1757290013416,4034.1025631647167
850.4498344275978,850,871.4683893060251,871.0185548784273
8568.59417631325,8569,8641.67274794562,8641.968214405977
1938.2974348414737,1942,1998.5030050656767,2001.8267977585197
3244.1019124478685,3240,3320.189679738453,3315.1568150490734
139.283600200664,138,206.9317242040463,205.57006597466898
3223.644775233832,3230,3360.9562388685317,3371.4094009983774
4892.609601695983,4887,4961.122169437442,4958.297436675104
7931.374128843651,7931,7977.592167340773,7977.218038497122
9963.615380137122,9964,9976.09748426606,9976.48824550632
545.4064939233438,528,670.727070541541,655.1517316732867
774.5332574381529,774,863.5650157116226,863.0317582734697
2190.9012258152216,2191,2251.1794541007857,2251.269085767236
5094.266355746376,5093,5129.700903133707,5128.4257616749555
1413.836247133766,1418,1480.7679466407774,1484.7314207229897
2572.8210013216803,2574,2604.8612863912786,2605.942677383328
4022.0182319420815,4022,4087.7433493867225,4087.725117444641
5706.01415179486,5710,5760.660394681479,5764.476824449886
9608.506017454214,9607,9666.500527652985,9664.953354203473
7839.281465770509,7836,7870.52648875607,7867.22728847469
4649.137347073052,4640,4794.076982869958,4779.497351328188
5858.779387852663,5860,5897.156641876726,5898.4482067916915
4434.592168909273,4437,4478.117815777744,4480.658410695248
169.57640745951258,168,210.08975830140776,208.42588286838597
8883.290266253594,8879,8956.79426879894,8951.215806870201
7714.7031787252245,7709,7836.160144220594,7830.652187680705
662.443855090927,665,699.8987911429298,703.0040882681911
8271.563488978278,8275,8317.767713248102,8320.392773478972
3955.5482860488914,3956,4030.1212983476653,4030.5581021795406
8816.797194418434,8817,8871.108173679484,8871.324108301085
7931.694748898499,7933,7959.532943576542,7960.868748726817
1781.144086198559,1784,1873.580261510206,1877.6184861827485
7963.9948740917025,7963,8043.453703512934,8042.458829421232
2851.587072625945,2853,2898.292734424502,2899.7121654682087
5932.669775013126,5937,5960.830189144605,5965.3989478508365
8572.742000658398,8574,8602.518279581393,8603.755093965412
5105.20757127295,5108,5175.549778706521,5178.026436370255
3790.5286804804573,3788,3873.854643247092,3871.0798234775193
765.8414499434595,765,852.4072357406853,851.5657857972259
6575.6691943556525,6576,6645.319753549996,6645.382218269268
8022.162818715774,8023,8062.12997771693,8062.974169861796
2775.0851281264727,2775,2800.9513834655036,2800.8662553390304
2778.8687892482603,2780,2828.7254391578745,2829.7229705407044
875.2923883454907,876,915.6769311297842,916.4009795341514
7751.706288049611,7751,7831.847849298893,7831.141561249282
7037.425844142459,7044,7092.661636794101,7098.441130464324
993.6322088275055,992,1105.2889920094035,1103.3487934482682
3061.3725168662727,3062,3077.185686132195,3077.8343211564898
7627.03434357438,7627,7662.6055303906605,7662.571186816281
7794.127276724004,7799,7919.2585450763245,7923.819752731839
5736.384602986859,5738,5788.767597914112,5790.3260143197995
7185.748011417588,7187,7240.904291099443,7242.14630397867
7404.484591390753,7401,7486.679675588009,7482.934911086877
766.3556507519629,768,842.0192501161179,843.742166597378
6488.596996684699,6490,6579.477393091906,6580.802476679392
9828.694990978027,9835,9856.135009160786,9861.639780950476
7970.285366033525,7970,8088.909337409498,8088.623971375973
7100.023036020044,7100,7111.212525776924,7111.18948975688
207.30619082574833,207,235.06443069244392,234.7582398666956
3300.5443686063218,3299,3392.43977541636,3391.1507211885446
6519.440743686704,6525,6572.238396019159,6577.698406770562
4856.303690716541,4856,4906.030723516579,4905.727032800039
335.66811695451264,334,454.9938671779487,452.77535525442397
6956.194901583093,6953,7015.278015893152,7012.845185426824
5426.664018264873,5427,5493.007295015584,5493.146046135562
3177.0304795414204,3177,3226.5086312191597,3226.4781516777393
7609.129169520689,7600,7730.107676351168,7723.9140644501595
8950.938906453133,8952,9001.114876794116,9002.677713688678
1407.723889141207,1409,1467.5651149063985,1468.8027084705532
3345.3496312514235,3347,3436.879597129037,3438.304928814678
9410.627840830874,9411,9428.013544028696,9428.377139962951
6772.438982237728,6768,6832.778299049781,6827.132204166672
3617.7981772359194,3619,3684.181643725803,3685.35680882858
365.8774049449221,365,409.2606158500508,408.3832109051287
6719.2301339687465,6716,6787.833487677791,6784.5091256205915
801.6856122663185,803,824.1493420029136,825.3097710678302
8960.36434236766,8960,8995.705182590333,8995.340840222672
6041.119924042405,6034,6124.344462405479,6114.043587378655
39.40436080407032,41,62.10301070509662,63.700413865864306
8967.091999495515,8967,9004.73138983019,9004.639390334676
2334.778683979929,2334,2422.7315558555347,2421.9528718756055
4929.612681048733,4930,5021.478238913338,5021.83453716641
475.8063732397166,479,550.0181680363672,553.2812471866968
2895.167653208938,2896,2918.4629291056376,2919.2948115249455
2733.143030134869,2734,2786.4059166137713,2787.157930423272
7458.108443268677,7449,7541.179448028892,7527.732119302246
5702.651236276621,5700,5757.327272260942,5754.778216050681
6893.664055568464,6893,6955.191315225218,6954.527259656754
7519.465785519867,7516,7621.912462851768,7617.090511610729
81.08076680186929,83,143.3976811146126,145.44865520124057
8603.732829507833,8611,8659.466572155936,8666.37628118818
9211.71716118954,9212,9265.388843271514,9265.717945915667
7893.335332902701,7892,8005.502270656241,8004.1543885026085
4014.0262725351677,4017,4052.747676067347,4055.299621052548
8957.732099344681,8959,8980.050609199458,8981.532692089893
5995.150867113572,5995,6001.464149994289,6001.313282880717
2891.12104211341,2893,2949.5368239343798,2951.45771262095
5104.042128263563,5106,5201.099195465333,5202.826681309667
3727.1935598202126,3727,3811.7411225379456,3811.547562717733
2711.0290306791603,2709,2788.2865750087567,2786.50771035876
6338.888238321434,6333,6411.695294959473,6408.736397984709
9159.312842466756,9161,9174.433313998572,9176.154477233837
9050.557880054472,9052,9102.101420533705,9103.252907338592
6207.87216954082,6210,6313.971857675905,6315.37894126965
2621.7907425131916,2621,2663.6457003885307,2662.854957875339
5607.833338340094,5619,5659.908716217926,5669.70336604511
2390.8464255950753,2391,2440.5323566022803,2440.6122001402105
9480.377878322532,9477,9591.315640853836,9587.514274618192
6945.716877096069,6947,6979.317201923312,6980.2939352140365
8744.522540747212,8741,8778.568017741889,8775.05726763729
1236.3818255891977,1233,1300.6058731127705,1298.026356144038
4026.3439030906943,4014,4127.145256042857,4118.846906485513
5783.367799980103,5783,5823.108060651071,5822.740260670968
3365.5448096269347,3366,3434.1585951093784,3434.482757724569
571.3908818711869,564,679.407587827118,678.0849014079196
9747.833102426584,9749,9767.616822495631,9768.742934861553
7460.453937890354,7461,7471.791325928956,7472.399053426234
5826.904028736648,5828,5843.77170256363,5844.909201763752
1381.2567951944698,1381,1389.6813554481323,1389.4245602536625
499.37963501787533,499,521.4069197793397,521.0272847614643
6509.5248183233,6517,6566.945460811853,6574.220350749838
4780.725003884122,4781,4852.345049725116,4852.498469647876
1961.4718871671887,1958,2071.1635453936774,2067.5152782354344
4684.06184548006,4691,4784.576244068659,4793.430880086654
467.4763008484123,462,581.1684709063912,576.6196176546871
9199.33325853439,9201,9226.569278059029,9228.227862433028
8134.175961461957,8136,8264.448554179678,8266.324057988417
3893.701979706219,3898,4023.507981749412,4031.7328456501796
7114.546826868381,7128,7148.055340015916,7160.69323673209
1425.857817586395,1429,1488.8532187255023,1491.9543032869326
9422.354671199797,9419,9491.4924212508,9488.123260697963
163.4747041412664,165,201.46839431634203,203.0827136628259
5873.2695788130395,5876,5904.91175423685,5907.7328805213
8995.819238690501,9004,9068.088307947499,9078.518116354982
7799.1458784072875,7796,7822.394292718122,7819.238954166224
6497.750440179719,6498,6576.141109206974,6576.3271519001255
5905.83703039394,5908,5945.446280663205,5947.739172069082
1.1040290656408658,1,27.320870243524524,27.21684117788366
9428.954042861804,9433,9485.835511397438,9489.869565679417
5438.335139629753,5439,5554.797234772962,5555.250490847542
6691.071468994081,6691,6789.613583120364,6789.542114126282
8463.968049481296,8468,8524.844335267446,8528.54286314492
6583.013694547618,6588,6623.032425042123,6627.446524659273
5493.859292745875,5480,5598.263678095734,5588.837488662373
9256.38616489097,9248,9344.514695775164,9336.054667649614
2751.793219532375,2754,2812.050085800439,2813.8881842397655
4602.9979805644425,4588,4699.704842915977,4676.846065710819
8577.23709953559,8581,8643.83798913211,8647.38975659733
1221.6890216600534,1215,1288.1652207433012,1283.2225844596624
3367.209008346761,3367,3462.162580092189,3461.953571745428
9439.121513839325,9445,9526.999288178571,9533.134487709067
484.05512365259074,485,543.6810606774831,544.5416953843036
2148.0125636379325,2150,2209.6231414685913,2211.727303055352
4186.007520724391,4185,4213.453184159411,4212.492951885057
9008.906799326183,9007,9106.115017547643,9104.102932793025
8227.636430894536,8227,8275.431518910327,8274.795088015791
9890.540117010489,9883,9974.830281419843,9969.676960293775
8683.68184618117,8685,8720.095410527045,8721.384845213814
1923.9845187668902,1926,2005.525684010176,2007.269339758725
10070.809151625828,10068,10141.482649589387,10138.808460863564
1818.9830488179202,1822,1926.2591035967816,1928.9055092220756
5552.267139655414,5547,5612.306514999472,5608.350181118044
9034.176056528986,9036,9123.159326569701,9125.403999632905
7730.873965820062,7730,7826.12253334158,7825.2485675215175
917.0918270066588,917,974.8209873991217,974.7291603924629
2665.598385180711,2654,2768.413629042613,2763.283608150498
8161.539791290075,8162,8180.941136856111,8181.445552321303
4991.500074321226,4991,5054.854345851583,5054.354271530357
8608.539098949415,8607,8657.932056402027,8656.452116818276
9866.189674225336,9863,9923.440381028573,9920.808728990893
5951.328466161448,5959,6023.230718896807,6031.710559653045
3532.399922517834,3525,3623.2695200297276,3616.1849040762677
9665.37811912917,9665,9750.84158518247,9750.463466053301
6857.482213484857,6848,6948.0433336223505,6940.16596859847
7243.09802848391,7240,7289.071495769481,7285.874919867851
6808.526631358693,6806,6906.340364732205,6903.503554055843
7034.889127863336,7032,7078.886548306973,7076.175262927753
9033.657570858695,9039,9100.108009981912,9105.548108966856
1597.744549614883,1599,1627.206317417227,1628.5195485953247
2908.2637076417154,2909,2931.6986454436355,2932.444525248185
8079.061467509365,8081,8169.501674237649,8171.590292319291
1645.1202067729914,1644,1661.3709250312352,1660.2453470752355
3055.8334656983857,3056,3115.5086810140438,3115.7719699090558
1108.1022384666305,1092,1234.2719191285757,1222.6078200985457
2083.863134524942,2085,2131.303265172372,2132.3643252480924
4933.070733179003,4938,5008.175111924952,5013.028199279059
5209.126538998755,5211,5270.956030730057,5272.851643357564
8277.196164704044,8279,8281.151881718792,8282.947547842281
2662.8122089922135,2661,2756.32154937789,2754.9071370951233
6935.690080525441,6932,6997.587939240377,6994.665523153836
9394.011590231636,9401,9466.313103405926,9473.213137952964
10015.459218418897,10017,10065.779542737178,10067.134862980618
5163.630668382941,5161,5202.0626052338175,5199.27665668249
4258.653596619016,4265,4330.979428488573,4336.749651115412
4896.463228390262,4876,5016.132817042168,5015.9328360039935
3188.190340990354,3188,3208.328795093943,3208.1384541035886
3534.4690578994173,3536,3571.028154950402,3572.560914523984
2046.7800365427233,2047,2117.598614339899,2117.844205706293
7239.965122580083,7238,7251.1046921487705,7249.117221822388
8936.339793831794,8940,8970.348851221765,8974.710499316689
3020.263054232442,3017,3083.6892148291918,3080.1926949264202
4779.516100056693,4779,4892.281872399875,4891.765772343182
5801.04106735024,5806,5858.445384479464,5863.602679989431
4744.414261133115,4743,4808.838173888212,4807.536143007193
716.3121374557355,717,779.3669673790325,780.0564387113346
162.84819677569942,165,220.63568753092554,222.99293903219174
7339.678541792144,7340,7349.122498396151,7349.44779040903
4757.553569770276,4745,4915.890755246317,4906.105231560487
5981.94345270115,5981,6006.046069559341,6005.102616858191
3151.822096952628,3149,3204.55658808892,3201.301533109668
2798.749655014508,2800,2822.2820458800306,2823.486553200934
4142.14084741842,4143,4165.158369215246,4165.990278703026
5148.846696339706,5149,5159.892215341352,5159.996984307943
8598.72047796797,8596,8652.925957683343,8650.323486983854
8822.64065772662,8824,8830.414070016284,8831.769396226735
134.78166109135626,135,191.12542362836157,191.38885892591512
7622.94850737135,7618,7727.406915368878,7723.077694973194
4643.522839506384,4642,4706.756581821208,4704.959927753907
834.3534883799597,835,878.728683766696,879.3506107943726
8420.53981036877,8417,8479.191673996844,8476.286308127143
972.6198869640695,973,1010.0901410821989,1010.5357713763268
9946.82744874153,9946,9995.088176917327,9994.260728175797
3380.825643144464,3377,3509.596248092828,3506.048611596713
1593.81682217163,1596,1640.9690293789583,1643.3680209364484
4383.307084848139,4384,4433.288803947384,4434.012266110434
8465.15126131996,8469,8490.594527753696,8494.360273174
309.7442540314012,286,443.48281218885955,403.43801654241776
0.08497147696569485,0,28.773223247855572,28.688251770889877
1600.3274359408988,1600,1652.8359533201367,1652.508517379238
9025.140273755567,9017,9145.262624164854,9139.554087115295
8164.996360199974,8170,8241.300234633247,8246.656601910083
8325.578109058648,8330,8408.39785312576,8411.790063661125
8605.1554754006,8610,8658.293386575564,8662.8651159198
265.3412951685914,252,368.2126251247096,347.1043250532109
7738.241461258091,7739,7785.40275616669,7786.111709364235
9449.16497946489,9447,9535.289026151626,9533.011046920928
2462.202657243704,2461,2509.3298662808998,2507.8447868110893
7861.680648348503,7858,7976.668812631946,7973.147053661732
922.9206586567943,925,951.6265331411705,953.8831433292127
9380.397530443692,9379,9421.8342301581,9420.411969797715
5626.447136624451,5630,5651.503771038844,5654.789540653933
6500.857426945968,6504,6601.174216486112,6604.208358929102
9435.379588062491,9439,9546.97306221758,9550.777487214926
6884.863658791987,6865,7020.722107712769,7006.977011612002
1971.588679388162,1967,2062.4890035609424,2058.1825162955984
1842.329644113072,1840,1927.695597764049,1925.6772058796914
9569.613565901234,9571,9620.611181231425,9622.201294910345
6564.008293757633,6568,6653.823438646511,6656.2886067276295
6898.4248088893655,6900,6926.2620852955215,6927.618451256596
9855.88806710755,9860,9881.93791887409,9885.77916284368
5263.337595681751,5271,5345.431762809442,5353.1379795653975
5085.835537431232,5089,5109.517410850763,5112.662120639724
1394.8977753900976,1395,1411.6183070556199,1411.7035939087043
1123.8472460932308,1115,1224.8989689361154,1218.381357755654
5566.835174701766,5573,5609.917180538109,5614.572150078838
5584.896521543648,5576,5677.4723282006,5670.929147885515
3261.8072068055667,3262,3273.5734245583512,3273.777595219875
6258.642246676709,6257,6357.007500015463,6355.463675292348
7547.376103933887,7540,7642.514884428184,7632.762998101836
8217.861089024775,8219,8340.779809238697,8342.555965547092
1536.5249171330006,1538,1561.942072726118,1563.4789220400332
9837.784621199007,9840,9866.767542036665,9868.7762082938
2986.295653237709,2993,3020.67511678141,3027.760370713526
1289.8590574660666,1289,1362.8706465829732,1362.0115891169066
7958.922838440398,7960,8012.12694850889,8013.03532386646
2427.5607804235337,2428,2458.0500667619817,2458.619726438554
3392.055141620964,3391,3504.3576817487497,3503.3772382056054
2095.7439865179254,2094,2193.6275610077655,2191.9395283742347
790.8665693881351,791,818.5206080498253,818.6254157497192
5720.179364335778,5722,5775.580160842268,5777.353530727139
6872.545208972737,6876,6960.602913221543,6963.313861358526
1519.2624079102584,1522,1584.0492715590335,1586.9931812443956
535.2934875156864,533,614.475142490359,612.2037830343334
1828.8313021657962,1829,1894.309745772931,1894.4227886769693
8958.231090263394,8961,9008.371409256613,9011.952842346553
381.93011900526864,384,479.63596954539946,481.913649765204
337.70986081794297,339,389.39778187836305,391.2264499760545
9092.505079530643,9099,9133.724427434636,9139.869930139133
4860.149888707778,4856,4946.679444541739,4943.297562531021
402.3936988615839,399,527.9754957462201,525.0684482382209
9043.754650788127,9044,9141.780857590653,9141.889180589558
8580.341679830251,8581,8623.765325455213,8624.40542331673
3645.043925787046,3647,3741.77378109779,3743.7279683177467
8721.8351958568,8721,8737.239568714092,8736.404372857292
1674.5575693457342,1677,1727.125276812763,1729.793831190636
9154.872687570934,9151,9261.649269343787,9257.675283134791
3012.173634529242,3013,3043.1851539326544,3044.0661341794867
7335.831647376696,7347,7377.670964721609,7389.200643427682
2346.4491768039643,2347,2394.1463545447396,2394.766245725438
1009.9988378718675,1009,1049.0411420936985,1048.0423042218308
3593.280449159298,3595,3689.934707945744,3691.657991153151
8093.47107740942,8093,8206.205815058458,8205.734737649038
3085.603651438088,3084,3153.8330407638887,3152.127738815007
7921.204103648275,7926,7992.981198611179,7997.660488426587
9951.864429332458,9951,9979.721963165766,9978.857533833308
3520.258687148443,3522,3590.3828488389263,3592.0763725494967
5288.687187923836,5285,5359.557879132609,5354.824724986755
9235.002413195487,9226,9327.549506750942,9318.131562137396
10052.541975527463,10054,10094.305833817187,10095.704944485979
6702.477657976149,6710,6798.206520599738,6805.916524432973
5107.010766872702,5105,5225.5440135493955,5223.711791845975
8829.386765808169,8830,8861.757948696615,8862.349205813372
9487.967858547445,9495,9544.91861369491,9552.4395065609
901.8854522011201,901,951.0923318638781,950.2068796627581
3990.0496301690187,3993,4024.635020120714,4027.3189241157484
3210.670006659994,3211,3229.066429351392,3229.507644995404
1580.159283241277,1581,1614.4407372904789,1615.344492706537
8453.736289714614,8454,8501.299749465396,8501.342615716452
1142.3062585008365,1132,1254.2174542711339,1246.0241530751455
4064.163860685316,4057,4138.458480439337,4133.130418099969
645.5428141441871,646,670.613397898527,671.0269559601337
9641.170465972868,9643,9666.598760542704,9668.373167662383
9982.08422970485,9985,10002.86486021681,10005.687966216205
8696.337709634103,8698,8713.220032406027,8714.859925698462
8937.500527428176,8939,8984.930073131953,8986.911348187496
9071.713846076544,9080,9154.074030777874,9161.334609642345
8495.37542302754,8499,8507.414793831915,8510.976902966559
7744.073558698186,7744,7760.136584355425,7760.0630256572385
2268.314728847974,2260,2356.904178427904,2350.7961943447735
5011.51523317723,5013,5069.182250045346,5070.978104142134
2017.0173377318433,1990,2108.140964301936,2098.319723036472
7747.444587819799,7749,7776.090401690944,7777.70893618947
3191.395558620906,3181,3289.7232719487506,3274.8420922640307
2222.383159183755,2228,2312.1863925735647,2317.3392489744956
5878.824666512611,5880,5902.983563382559,5904.2117390460835
227.95958102775714,228,252.8541728252729,252.93539243011259
4670.393737145006,4672,4717.9286734584075,4720.0131913149335
3107.8229632431207,3100,3193.33215376489,3184.645812012839
9440.625800901744,9438,9542.373038483036,9539.677087106586
2198.063728702023,2198,2304.223172148155,2304.1594434461317
9110.85743017257,9119,9178.990492268013,9186.826614565816
5842.910279059243,5844,5853.445274740192,5854.560832506226
8695.85077598642,8696,8711.421012877225,8711.554182061107
8719.440265247818,8719,8742.798144128474,8742.357878880655
6834.955805830443,6836,6876.578014645552,6877.372276658405
7544.798116312094,7547,7616.785454222682,7620.060668599571
2594.869670386949,2585,2714.864293600887,2707.903351279581
8064.385196190151,8068,8152.70655805679,8156.738810765364
6453.879764004039,6453,6499.307987248084,6498.428223244045
7076.898924879112,7077,7092.364873862804,7092.434432723949
6299.593613364249,6298,6438.596365450277,6437.072385788617
5941.954706462163,5943,5965.4355502289445,5966.520873784812
2294.847616592951,2295,2311.9726673585724,2312.153889614845
6925.522268690174,6918,7024.665103292493,7019.042715048483
7940.731238849187,7938,8060.385888207141,8057.776116681337
8967.992554395258,8968,8992.690424173083,8992.79038466898
8085.336324264705,8087,8098.8001644069345,8100.4878669239515
8014.713765066057,8022,8110.473115315716,8118.328011921421
8770.64431544524,8775,8837.951979873535,8842.317047777715
5895.855743079223,5897,5944.573674046139,5945.808686298219
1433.9380940475933,1436,1483.5564054480133,1485.5779696364445
5831.508970239909,5829,5875.193160909759,5872.644769300791
7299.986731334221,7302,7365.497519388782,7367.731054061281
3055.8762068455685,3059,3108.3258041177464,3111.744656550816
5223.817581057443,5231,5306.793961388399,5314.851787231151
3076.3305919330755,3081,3138.0084404090258,3143.052752162045
1927.620371613694,1928,1965.7102922105064,1966.0479063927044
7793.6054779808965,7799,7852.7586339158415,7857.866721684415
